Transaction_ID,Transaction_Date,Product_ID,Store_ID,Quantity,Unit_Price,Product_Name,Category,Store_Name,Country,Total Sales
251,2023-08-31,1007,5,15,99.37,Product_1007,Electronics,Store_5,USA,1490.5500000000002
252,2023-05-05,1003,2,9,76.48,Product_1003,Groceries,Store_2,Canada,688.32
253,2023-08-31,1005,10,13,13.6,Product_1005,Groceries,Store_10,Canada,176.79999999999998
254,2023-07-28,1007,6,15,32.43,Product_1007,Electronics,Store_6,USA,486.45
255,2023-04-08,1003,5,10,15.37,Product_1003,Groceries,Store_5,USA,153.7
256,2023-02-18,1002,6,16,66.8,Product_1002,Groceries,Store_6,USA,1068.8
257,2023-02-19,1008,1,7,77.69,Product_1008,Clothing,Store_1,Canada,543.8299999999999
258,2023-12-04,1002,5,17,92.94,Product_1002,Groceries,Store_5,USA,1579.98
259,2023-08-09,1008,9,7,46.63,Product_1008,Clothing,Store_9,UK,326.41
260,2023-07-01,1001,10,14,90.63,Product_1001,Electronics,Store_10,Canada,1268.82
261,2023-08-05,1001,2,15,88.4,Product_1001,Electronics,Store_2,Canada,1326.0
262,2023-07-30,1001,1,7,35.13,Product_1001,Electronics,Store_1,Canada,245.91000000000003
263,2023-08-28,1005,10,9,87.55,Product_1005,Groceries,Store_10,Canada,787.9499999999999
264,2023-01-28,1002,9,19,40.69,Product_1002,Groceries,Store_9,UK,773.1099999999999
265,2023-12-11,1008,10,16,33.2,Product_1008,Clothing,Store_10,Canada,531.2
266,2023-12-01,1003,9,8,66.66,Product_1003,Groceries,Store_9,UK,533.28
267,2023-11-27,1000,9,18,36.2,Product_1000,Groceries,Store_9,UK,651.6
268,2023-02-20,1003,6,18,64.87,Product_1003,Groceries,Store_6,USA,1167.66
269,2023-02-01,1000,8,7,62.93,Product_1000,Groceries,Store_8,USA,440.51
270,2023-07-26,1004,1,3,58.53,Product_1004,Electronics,Store_1,Canada,175.59
271,2023-06-23,1003,10,18,41.14,Product_1003,Groceries,Store_10,Canada,740.52
272,2023-02-25,1007,4,10,57.11,Product_1007,Electronics,Store_4,Canada,571.1
273,2023-05-08,1007,1,7,61.67,Product_1007,Electronics,Store_1,Canada,431.69
274,2023-04-09,1006,8,17,56.84,Product_1006,Electronics,Store_8,USA,966.2800000000001
275,2023-04-08,1002,1,14,47.22,Product_1002,Groceries,Store_1,Canada,661.0799999999999
276,2023-10-02,1000,3,3,6.39,Product_1000,Groceries,Store_3,USA,19.169999999999998
277,2023-08-18,1000,4,12,60.77,Product_1000,Groceries,Store_4,Canada,729.24
278,2023-03-13,1002,8,13,21.0,Product_1002,Groceries,Store_8,USA,273.0
279,2023-08-05,1005,6,2,66.04,Product_1005,Groceries,Store_6,USA,132.08
280,2023-04-04,1006,10,3,77.14,Product_1006,Electronics,Store_10,Canada,231.42000000000002
281,2023-05-23,1005,7,5,52.54,Product_1005,Groceries,Store_7,Canada,262.7
282,2023-08-25,1005,8,11,56.52,Product_1005,Groceries,Store_8,USA,621.72
283,2023-05-08,1005,2,8,95.39,Product_1005,Groceries,Store_2,Canada,763.12
284,2023-02-08,1002,10,12,85.48,Product_1002,Groceries,Store_10,Canada,1025.76
285,2023-08-15,1005,8,7,91.85,Product_1005,Groceries,Store_8,USA,642.9499999999999
286,2023-10-09,1007,3,15,82.31,Product_1007,Electronics,Store_3,USA,1234.65
287,2023-02-20,1001,7,17,15.35,Product_1001,Electronics,Store_7,Canada,260.95
288,2023-01-26,1004,3,4,19.15,Product_1004,Electronics,Store_3,USA,76.6
289,2023-11-30,1000,7,13,55.03,Product_1000,Groceries,Store_7,Canada,715.39
290,2023-10-04,1000,2,18,28.38,Product_1000,Groceries,Store_2,Canada,510.84
291,2023-01-08,1004,10,1,50.29,Product_1004,Electronics,Store_10,Canada,50.29
292,2023-02-17,1002,6,16,42.46,Product_1002,Groceries,Store_6,USA,679.36
293,2023-05-02,1003,3,13,57.19,Product_1003,Groceries,Store_3,USA,743.47
294,2023-03-27,1002,3,10,75.95,Product_1002,Groceries,Store_3,USA,759.5
295,2023-07-28,1000,9,12,72.97,Product_1000,Groceries,Store_9,UK,875.64
296,2023-09-06,1000,7,2,54.52,Product_1000,Groceries,Store_7,Canada,109.04
297,2023-09-04,1004,5,3,83.13,Product_1004,Electronics,Store_5,USA,249.39
298,2023-04-20,1005,10,10,45.93,Product_1005,Groceries,Store_10,Canada,459.3
299,2023-07-25,1002,7,2,90.19,Product_1002,Groceries,Store_7,Canada,180.38
300,2023-01-31,1008,9,13,11.77,Product_1008,Clothing,Store_9,UK,153.01
301,2023-03-26,1004,1,13,95.69,Product_1004,Electronics,Store_1,Canada,1243.97
302,2023-07-14,1007,7,18,67.2,Product_1007,Electronics,Store_7,Canada,1209.6000000000001
303,2023-01-02,1000,6,3,41.11,Product_1000,Groceries,Store_6,USA,123.33
304,2023-07-19,1004,10,7,23.73,Product_1004,Electronics,Store_10,Canada,166.11
305,2023-05-16,1002,9,14,50.52,Product_1002,Groceries,Store_9,UK,707.2800000000001
306,2023-08-21,1000,1,17,23.48,Product_1000,Groceries,Store_1,Canada,399.16
307,2023-05-27,1003,4,12,20.8,Product_1003,Groceries,Store_4,Canada,249.60000000000002
308,2023-08-05,1004,9,16,63.65,Product_1004,Electronics,Store_9,UK,1018.4
309,2023-12-23,1006,4,12,54.69,Product_1006,Electronics,Store_4,Canada,656.28
310,2023-10-12,1000,10,15,68.66,Product_1000,Groceries,Store_10,Canada,1029.8999999999999
311,2023-12-05,1002,3,10,93.31,Product_1002,Groceries,Store_3,USA,933.1
312,2023-09-07,1001,9,7,55.56,Product_1001,Electronics,Store_9,UK,388.92
313,2023-03-21,1008,2,5,60.19,Product_1008,Clothing,Store_2,Canada,300.95
314,2023-04-08,1009,4,1,13.51,Product_1009,Clothing,Store_4,Canada,13.51
315,2023-06-01,1005,6,17,73.18,Product_1005,Groceries,Store_6,USA,1244.0600000000002
316,2023-04-22,1009,2,3,42.99,Product_1009,Clothing,Store_2,Canada,128.97
317,2023-01-30,1002,8,13,97.79,Product_1002,Groceries,Store_8,USA,1271.27
318,2023-10-24,1007,8,14,83.2,Product_1007,Electronics,Store_8,USA,1164.8
319,2023-10-05,1007,1,18,54.64,Product_1007,Electronics,Store_1,Canada,983.52
320,2023-02-01,1001,3,4,16.71,Product_1001,Electronics,Store_3,USA,66.84
321,2023-06-10,1005,10,18,86.64,Product_1005,Groceries,Store_10,Canada,1559.52
322,2023-01-30,1006,9,5,80.98,Product_1006,Electronics,Store_9,UK,404.90000000000003
323,2023-01-26,1001,5,16,22.54,Product_1001,Electronics,Store_5,USA,360.64
324,2023-10-27,1009,6,1,33.05,Product_1009,Clothing,Store_6,USA,33.05
325,2023-09-02,1001,4,14,80.37,Product_1001,Electronics,Store_4,Canada,1125.18
326,2023-09-15,1009,10,15,22.6,Product_1009,Clothing,Store_10,Canada,339.0
327,2023-09-29,1000,2,9,92.19,Product_1000,Groceries,Store_2,Canada,829.71
328,2023-03-22,1007,8,15,45.33,Product_1007,Electronics,Store_8,USA,679.9499999999999
329,2023-01-30,1000,6,17,13.27,Product_1000,Groceries,Store_6,USA,225.59
330,2023-09-18,1008,5,4,82.5,Product_1008,Clothing,Store_5,USA,330.0
331,2023-02-11,1005,9,12,40.48,Product_1005,Groceries,Store_9,UK,485.76
332,2023-04-06,1006,1,5,55.02,Product_1006,Electronics,Store_1,Canada,275.1
333,2023-02-05,1009,5,5,15.67,Product_1009,Clothing,Store_5,USA,78.35
334,2023-11-01,1006,6,11,5.25,Product_1006,Electronics,Store_6,USA,57.75
335,2023-02-04,1009,5,6,65.61,Product_1009,Clothing,Store_5,USA,393.65999999999997
336,2023-12-12,1002,6,7,53.94,Product_1002,Groceries,Store_6,USA,377.58
337,2023-05-01,1001,6,14,61.39,Product_1001,Electronics,Store_6,USA,859.46
338,2023-07-26,1008,7,11,80.41,Product_1008,Clothing,Store_7,Canada,884.51
339,2023-03-03,1007,4,13,66.43,Product_1007,Electronics,Store_4,Canada,863.5900000000001
340,2023-10-19,1009,8,2,21.6,Product_1009,Clothing,Store_8,USA,43.2
341,2023-05-07,1006,7,7,39.27,Product_1006,Electronics,Store_7,Canada,274.89000000000004
342,2023-10-24,1008,9,4,91.06,Product_1008,Clothing,Store_9,UK,364.24
343,2023-11-01,1003,7,8,78.14,Product_1003,Groceries,Store_7,Canada,625.12
344,2023-01-21,1003,3,19,57.88,Product_1003,Groceries,Store_3,USA,1099.72
345,2023-11-14,1000,3,13,29.29,Product_1000,Groceries,Store_3,USA,380.77
346,2023-02-11,1007,8,14,33.7,Product_1007,Electronics,Store_8,USA,471.80000000000007
347,2023-08-03,1002,5,10,74.54,Product_1002,Groceries,Store_5,USA,745.4000000000001
348,2023-12-03,1006,4,11,85.86,Product_1006,Electronics,Store_4,Canada,944.46
349,2023-10-26,1001,8,2,68.79,Product_1001,Electronics,Store_8,USA,137.58
350,2023-10-17,1001,6,9,81.91,Product_1001,Electronics,Store_6,USA,737.1899999999999
351,2023-09-25,1006,2,17,77.83,Product_1006,Electronics,Store_2,Canada,1323.11
352,2023-06-11,1005,4,3,19.22,Product_1005,Groceries,Store_4,Canada,57.66
353,2023-05-14,1002,4,6,45.27,Product_1002,Groceries,Store_4,Canada,271.62
354,2023-04-15,1008,6,5,19.53,Product_1008,Clothing,Store_6,USA,97.65
355,2023-12-09,1009,6,5,27.35,Product_1009,Clothing,Store_6,USA,136.75
356,2023-06-10,1005,1,15,87.58,Product_1005,Groceries,Store_1,Canada,1313.7
357,2023-05-03,1009,8,17,49.92,Product_1009,Clothing,Store_8,USA,848.64
358,2023-05-16,1009,6,9,55.86,Product_1009,Clothing,Store_6,USA,502.74
359,2023-07-22,1005,3,3,21.95,Product_1005,Groceries,Store_3,USA,65.85
360,2023-03-09,1000,9,17,34.67,Product_1000,Groceries,Store_9,UK,589.39
361,2023-12-10,1003,2,10,26.87,Product_1003,Groceries,Store_2,Canada,268.7
362,2023-11-27,1009,8,3,24.59,Product_1009,Clothing,Store_8,USA,73.77
363,2023-06-03,1005,10,18,65.61,Product_1005,Groceries,Store_10,Canada,1180.98
364,2023-08-23,1005,3,18,29.4,Product_1005,Groceries,Store_3,USA,529.1999999999999
365,2023-06-11,1004,5,17,65.04,Product_1004,Electronics,Store_5,USA,1105.68
366,2023-02-07,1000,6,3,10.55,Product_1000,Groceries,Store_6,USA,31.650000000000002
367,2023-01-05,1007,10,3,18.47,Product_1007,Electronics,Store_10,Canada,55.41
368,2023-08-23,1004,6,6,31.08,Product_1004,Electronics,Store_6,USA,186.48
369,2023-11-15,1004,4,13,61.72,Product_1004,Electronics,Store_4,Canada,802.36
370,2023-10-16,1006,3,15,69.2,Product_1006,Electronics,Store_3,USA,1038.0
371,2023-02-21,1003,4,9,47.06,Product_1003,Groceries,Store_4,Canada,423.54
372,2023-02-07,1005,1,4,47.35,Product_1005,Groceries,Store_1,Canada,189.4
373,2023-10-03,1003,4,14,73.83,Product_1003,Groceries,Store_4,Canada,1033.62
374,2023-04-20,1002,1,5,6.5,Product_1002,Groceries,Store_1,Canada,32.5
375,2023-09-17,1006,1,2,37.4,Product_1006,Electronics,Store_1,Canada,74.8
376,2023-05-16,1007,10,11,82.78,Product_1007,Electronics,Store_10,Canada,910.58
377,2023-03-09,1003,6,9,62.31,Product_1003,Groceries,Store_6,USA,560.79
378,2023-06-28,1001,5,3,37.04,Product_1001,Electronics,Store_5,USA,111.12
379,2023-02-05,1009,4,9,91.02,Product_1009,Clothing,Store_4,Canada,819.18
380,2023-05-06,1002,3,3,78.4,Product_1002,Groceries,Store_3,USA,235.20000000000002
381,2023-07-09,1000,1,2,30.17,Product_1000,Groceries,Store_1,Canada,60.34
382,2023-05-26,1007,6,12,66.3,Product_1007,Electronics,Store_6,USA,795.5999999999999
383,2023-03-22,1002,2,10,61.6,Product_1002,Groceries,Store_2,Canada,616.0
384,2023-08-13,1009,8,9,43.11,Product_1009,Clothing,Store_8,USA,387.99
385,2023-10-06,1006,10,15,39.86,Product_1006,Electronics,Store_10,Canada,597.9
386,2023-12-27,1009,5,8,37.64,Product_1009,Clothing,Store_5,USA,301.12
387,2023-06-04,1004,7,5,63.63,Product_1004,Electronics,Store_7,Canada,318.15000000000003
388,2023-11-10,1009,10,11,47.03,Product_1009,Clothing,Store_10,Canada,517.33
389,2023-12-01,1004,2,2,84.03,Product_1004,Electronics,Store_2,Canada,168.06
390,2023-09-28,1006,8,15,68.61,Product_1006,Electronics,Store_8,USA,1029.15
391,2023-01-05,1008,2,6,11.64,Product_1008,Clothing,Store_2,Canada,69.84
392,2023-12-08,1004,4,8,65.82,Product_1004,Electronics,Store_4,Canada,526.56
393,2023-10-11,1000,1,5,30.76,Product_1000,Groceries,Store_1,Canada,153.8
394,2023-06-03,1009,5,16,61.32,Product_1009,Clothing,Store_5,USA,981.12
395,2023-12-06,1009,9,18,69.61,Product_1009,Clothing,Store_9,UK,1252.98
396,2023-02-23,1000,1,6,26.93,Product_1000,Groceries,Store_1,Canada,161.57999999999998
397,2023-03-10,1001,9,5,48.4,Product_1001,Electronics,Store_9,UK,242.0
398,2023-05-16,1005,8,16,23.08,Product_1005,Groceries,Store_8,USA,369.28
399,2023-03-01,1008,6,13,9.97,Product_1008,Clothing,Store_6,USA,129.61
400,2023-02-24,1007,7,5,40.96,Product_1007,Electronics,Store_7,Canada,204.8
401,2023-10-11,1004,3,13,39.48,Product_1004,Electronics,Store_3,USA,513.24
402,2023-03-21,1000,1,17,99.57,Product_1000,Groceries,Store_1,Canada,1692.6899999999998
403,2023-05-20,1006,5,18,47.4,Product_1006,Electronics,Store_5,USA,853.1999999999999
404,2023-05-25,1004,2,8,36.69,Product_1004,Electronics,Store_2,Canada,293.52
405,2023-11-06,1005,5,13,60.15,Product_1005,Groceries,Store_5,USA,781.9499999999999
406,2023-04-18,1006,8,19,13.43,Product_1006,Electronics,Store_8,USA,255.17
407,2023-06-25,1002,9,3,96.36,Product_1002,Groceries,Store_9,UK,289.08
408,2023-04-15,1009,2,8,65.32,Product_1009,Clothing,Store_2,Canada,522.56
409,2023-12-18,1002,3,2,76.71,Product_1002,Groceries,Store_3,USA,153.42
410,2023-11-21,1004,3,8,21.2,Product_1004,Electronics,Store_3,USA,169.6
411,2023-05-16,1005,1,13,43.9,Product_1005,Groceries,Store_1,Canada,570.6999999999999
412,2023-09-16,1008,8,13,45.16,Product_1008,Clothing,Store_8,USA,587.0799999999999
413,2023-09-08,1004,6,1,83.07,Product_1004,Electronics,Store_6,USA,83.07
414,2023-05-09,1000,8,6,5.12,Product_1000,Groceries,Store_8,USA,30.72
415,2023-01-27,1003,9,19,33.58,Product_1003,Groceries,Store_9,UK,638.02
416,2023-02-17,1004,5,16,98.22,Product_1004,Electronics,Store_5,USA,1571.52
417,2023-11-21,1009,3,8,50.11,Product_1009,Clothing,Store_3,USA,400.88
418,2023-08-05,1009,5,1,41.34,Product_1009,Clothing,Store_5,USA,41.34
419,2023-05-22,1004,5,16,16.38,Product_1004,Electronics,Store_5,USA,262.08
420,2023-01-23,1006,5,9,97.55,Product_1006,Electronics,Store_5,USA,877.9499999999999
421,2023-01-02,1003,3,13,6.9,Product_1003,Groceries,Store_3,USA,89.7
422,2023-06-20,1000,10,11,75.03,Product_1000,Groceries,Store_10,Canada,825.33
423,2023-03-08,1004,4,13,78.02,Product_1004,Electronics,Store_4,Canada,1014.26
424,2023-11-23,1006,9,10,28.15,Product_1006,Electronics,Store_9,UK,281.5
425,2023-05-15,1009,10,4,68.8,Product_1009,Clothing,Store_10,Canada,275.2
426,2023-03-24,1009,9,6,13.83,Product_1009,Clothing,Store_9,UK,82.98
427,2023-08-15,1005,2,7,29.42,Product_1005,Groceries,Store_2,Canada,205.94
428,2023-10-10,1004,8,5,79.85,Product_1004,Electronics,Store_8,USA,399.25
429,2023-12-28,1003,8,11,87.15,Product_1003,Groceries,Store_8,USA,958.6500000000001
430,2023-08-07,1001,7,13,62.81,Product_1001,Electronics,Store_7,Canada,816.53
431,2023-10-15,1003,8,19,53.15,Product_1003,Groceries,Store_8,USA,1009.85
432,2023-01-05,1009,3,10,20.13,Product_1009,Clothing,Store_3,USA,201.29999999999998
433,2023-02-27,1009,6,10,11.0,Product_1009,Clothing,Store_6,USA,110.0
434,2023-02-08,1002,1,11,16.18,Product_1002,Groceries,Store_1,Canada,177.98
435,2023-12-20,1009,7,7,26.6,Product_1009,Clothing,Store_7,Canada,186.20000000000002
436,2023-03-18,1000,1,18,37.46,Product_1000,Groceries,Store_1,Canada,674.28
437,2023-10-07,1007,9,4,41.19,Product_1007,Electronics,Store_9,UK,164.76
438,2023-01-19,1004,1,2,37.9,Product_1004,Electronics,Store_1,Canada,75.8
439,2023-07-09,1003,1,14,27.71,Product_1003,Groceries,Store_1,Canada,387.94
440,2023-10-26,1007,7,13,53.42,Product_1007,Electronics,Store_7,Canada,694.46
441,2023-10-10,1006,2,12,83.4,Product_1006,Electronics,Store_2,Canada,1000.8000000000001
442,2023-03-17,1001,5,7,31.57,Product_1001,Electronics,Store_5,USA,220.99
443,2023-08-09,1000,8,2,94.53,Product_1000,Groceries,Store_8,USA,189.06
444,2023-03-07,1003,8,13,87.97,Product_1003,Groceries,Store_8,USA,1143.61
445,2023-01-22,1007,3,14,20.37,Product_1007,Electronics,Store_3,USA,285.18
446,2023-06-07,1001,7,17,79.7,Product_1001,Electronics,Store_7,Canada,1354.9
447,2023-07-06,1002,3,9,59.59,Product_1002,Groceries,Store_3,USA,536.3100000000001
448,2023-01-21,1000,6,17,58.82,Product_1000,Groceries,Store_6,USA,999.94
449,2023-07-03,1000,6,8,42.15,Product_1000,Groceries,Store_6,USA,337.2
450,2023-04-18,1002,3,2,52.61,Product_1002,Groceries,Store_3,USA,105.22
451,2023-12-16,1004,7,13,42.73,Product_1004,Electronics,Store_7,Canada,555.49
452,2023-05-08,1002,3,3,56.27,Product_1002,Groceries,Store_3,USA,168.81
453,2023-12-08,1000,8,16,64.66,Product_1000,Groceries,Store_8,USA,1034.56
454,2023-02-22,1000,10,6,69.06,Product_1000,Groceries,Store_10,Canada,414.36
455,2023-07-01,1007,4,19,55.59,Product_1007,Electronics,Store_4,Canada,1056.21
456,2023-10-14,1009,1,7,73.54,Product_1009,Clothing,Store_1,Canada,514.7800000000001
457,2023-07-28,1001,4,10,18.42,Product_1001,Electronics,Store_4,Canada,184.20000000000002
458,2023-11-14,1002,7,9,25.14,Product_1002,Groceries,Store_7,Canada,226.26
459,2023-03-21,1001,4,2,82.78,Product_1001,Electronics,Store_4,Canada,165.56
460,2023-05-02,1002,6,15,35.64,Product_1002,Groceries,Store_6,USA,534.6
461,2023-03-25,1006,9,5,7.17,Product_1006,Electronics,Store_9,UK,35.85
462,2023-04-01,1000,1,4,19.61,Product_1000,Groceries,Store_1,Canada,78.44
463,2023-07-31,1009,5,4,26.24,Product_1009,Clothing,Store_5,USA,104.96
464,2023-01-13,1007,7,18,95.95,Product_1007,Electronics,Store_7,Canada,1727.1000000000001
465,2023-04-02,1009,1,4,59.44,Product_1009,Clothing,Store_1,Canada,237.76
466,2023-06-20,1009,4,17,93.61,Product_1009,Clothing,Store_4,Canada,1591.37
467,2023-07-30,1009,6,12,59.64,Product_1009,Clothing,Store_6,USA,715.6800000000001
468,2023-12-09,1001,2,17,50.54,Product_1001,Electronics,Store_2,Canada,859.18
469,2023-05-08,1002,10,10,34.8,Product_1002,Groceries,Store_10,Canada,348.0
470,2023-05-17,1008,5,1,62.61,Product_1008,Clothing,Store_5,USA,62.61
471,2023-03-23,1006,10,18,18.22,Product_1006,Electronics,Store_10,Canada,327.96
472,2023-12-26,1003,1,18,90.33,Product_1003,Groceries,Store_1,Canada,1625.94
473,2023-02-25,1009,6,14,83.79,Product_1009,Clothing,Store_6,USA,1173.0600000000002
474,2023-07-15,1004,6,15,35.17,Product_1004,Electronics,Store_6,USA,527.5500000000001
475,2023-01-20,1001,4,12,95.52,Product_1001,Electronics,Store_4,Canada,1146.24
476,2023-08-29,1007,8,4,83.39,Product_1007,Electronics,Store_8,USA,333.56
477,2023-04-24,1003,4,3,68.3,Product_1003,Groceries,Store_4,Canada,204.89999999999998
478,2023-04-13,1008,8,12,16.57,Product_1008,Clothing,Store_8,USA,198.84
479,2023-08-24,1004,8,7,50.43,Product_1004,Electronics,Store_8,USA,353.01
480,2023-06-29,1008,5,11,53.08,Product_1008,Clothing,Store_5,USA,583.88
481,2023-06-06,1003,4,1,27.09,Product_1003,Groceries,Store_4,Canada,27.09
482,2023-04-27,1009,2,6,12.6,Product_1009,Clothing,Store_2,Canada,75.6
483,2023-04-25,1004,3,15,78.79,Product_1004,Electronics,Store_3,USA,1181.8500000000001
484,2023-01-13,1008,3,15,16.59,Product_1008,Clothing,Store_3,USA,248.85
485,2023-12-04,1007,4,19,61.46,Product_1007,Electronics,Store_4,Canada,1167.74
486,2023-04-09,1002,4,11,93.96,Product_1002,Groceries,Store_4,Canada,1033.56
487,2023-07-24,1000,10,2,88.23,Product_1000,Groceries,Store_10,Canada,176.46
488,2023-06-18,1002,5,14,31.39,Product_1002,Groceries,Store_5,USA,439.46000000000004
489,2023-05-23,1003,4,2,85.89,Product_1003,Groceries,Store_4,Canada,171.78
490,2023-02-05,1001,10,4,5.03,Product_1001,Electronics,Store_10,Canada,20.12
491,2023-05-23,1000,8,17,6.68,Product_1000,Groceries,Store_8,USA,113.56
492,2023-06-29,1006,6,3,62.24,Product_1006,Electronics,Store_6,USA,186.72
493,2023-11-25,1007,6,13,39.66,Product_1007,Electronics,Store_6,USA,515.5799999999999
494,2023-09-18,1006,8,9,41.71,Product_1006,Electronics,Store_8,USA,375.39
495,2023-07-24,1004,7,7,58.62,Product_1004,Electronics,Store_7,Canada,410.34
496,2023-12-14,1000,10,15,23.22,Product_1000,Groceries,Store_10,Canada,348.29999999999995
497,2023-10-02,1006,10,11,25.12,Product_1006,Electronics,Store_10,Canada,276.32
498,2023-06-19,1006,8,2,51.04,Product_1006,Electronics,Store_8,USA,102.08
499,2023-01-15,1008,2,15,76.65,Product_1008,Clothing,Store_2,Canada,1149.75
500,2023-03-01,1002,9,14,63.85,Product_1002,Groceries,Store_9,UK,893.9
